form	lemma	POS	morph
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
ego	ego	PROper	Case=Nom|Numb=Sing
ubi	ubi3	CONsub	MORPH=empty
aspexi	aspicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
virum	uir	NOMcom	Case=Acc|Numb=Sing
memorabilem	memorabilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
intui	intuor	VER	Mood=Inf|Tense=Pres|Voice=Act
viderer	uideo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=1
,	,	PUNC	MORPH=empty
ni	ni2	CONsub	MORPH=empty
vestitus	uestitus1	NOMcom	Case=Nom|Numb=Sing
tæter	teter	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
mæstitudo	maestitudo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
vastitudo	uastitudo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
prædicarent	praedico1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
hominem	homo	NOMcom	Case=Acc|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
etsi	etsi2	CONsub	MORPH=empty
opertus	operio	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
squalitate	squalitas	NOMcom	Case=Abl|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
luctuque	luctus	NOMcom	Case=Abl|Numb=Sing
{luctuque}	que	CON	MORPH=empty
[	[	PUNC	MORPH=empty
horrificabili	horrificabilis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
profecto	profecto	ADV	Deg=Pos
haudquaquam	haudquaquam	ADVneg	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ortus	ortus	NOMcom	Case=Nom|Numb=Sing
mediocri	mediocris	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
satu	satus1	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
a	ab	PRE	MORPH=empty
me	ego	PROper	Case=Abl|Numb=Sing
regnum	regnum	NOMcom	Case=Nom|Numb=Sing
Fortuna	fortuna	NOMcom	Case=Nom|Numb=Sing
atque	atque1	CONcoo	MORPH=empty
[	[	PUNC	MORPH=empty
opes	ops	NOMcom	Case=Acc|Numb=Plur
eripere	eripio	VER	Mood=Inf|Tense=Pres|Voice=Act
quivit	queo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
at	at2	CONcoo	MORPH=empty
virtutem	uirtus	NOMcom	Case=Acc|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
quiit	queo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Nam	nam	CONcoo	MORPH=empty
is	is	PROdem	Case=Nom|Numb=Sing|Gend=Masc
demum	demum	ADV	Deg=Pos
miser	miser	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
nobilitas	nobilitas	NOMcom	Case=Nom|Numb=Sing
miserias	miseria	NOMcom	Case=Acc|Numb=Plur
nobilitat	nobilito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
pro	pro1	PRE	MORPH=empty
certo	certus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
arbitrabor	arbitror	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1
sortis	sors	NOMcom	Case=Gen|Numb=Sing
oracla	oraculum	NOMcom	Case=Acc|Numb=Plur
adytus	adytus	NOMcom	Case=Nom|Numb=Sing
[	[	PUNC	MORPH=empty
augura	augur	NOMcom	Case=Nom|Numb=Sing
flucti	fluctus	VER	Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
cruoris	cruor	NOMcom	Case=Gen|Numb=Sing
volverentur	uoluo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Mysii	Mysii	NOMpro	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
remisque	remus	NOMcom	Case=Abl|Numb=Plur
{remisque}	que	CON	MORPH=empty
nixi	nitor2	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
properiter	properiter	ADV	Deg=Pos
navem	nauis	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
[	[	PUNC	MORPH=empty
fugam	fuga	NOMcom	Case=Acc|Numb=Sing
transdunt	transdo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
subter	subter2	PRE	MORPH=empty
saxa	saxum	NOMcom	Case=Acc|Numb=Plur
ad	ad2	PRE	MORPH=empty
lævam	laeua1	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
qua	qua1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
mons	mons	NOMcom	Case=Nom|Numb=Sing
[	[	PUNC	MORPH=empty
mollibat	mollio	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
mare	mare	NOMcom	Case=Acc|Numb=Sing
nunc	nunc	ADV	Deg=Pos
tu	tu	PROper	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
re	res	NOMcom	Case=Abl|Numb=Sing
crepera	creper	ADJcar	Case=Abl|Numb=Sing|Gend=Fem
tua	tuus	PROpos	Case=Acc|Numb=Sing|Gend=Fem
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
capias	capio2	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
consili	consilium	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
vide	uideo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
proinde	proinde	ADV	Deg=Pos
istæc	istic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
tua	tuus	PROpos	Case=Acc|Numb=Plur|Gend=Neut
aufer	aufero	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
terricula	terriculum	NOMcom	Case=Acc|Numb=Plur
atque	atque1	CONcoo	MORPH=empty
animum	animus	NOMcom	Case=Acc|Numb=Sing
iratum	iratus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
comprime	comprimo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
studiumque	studium	NOMcom	Case=Acc|Numb=Sing
{studiumque}	que	CON	MORPH=empty
iteris	itero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
reprime	reprimo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
Iam	iam	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
stupido	stupidus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
Thessala	Thessalia	NOMpro	Case=Nom|Numb=Plur|Gend=Fem
somno	somnus	NOMcom	Case=Abl|Numb=Sing
Pectora	pectus	NOMcom	Case=Acc|Numb=Plur
languentque	langueo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
{languentque}	que	CON	MORPH=empty
senentque	seneo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
{senentque}	que	CON	MORPH=empty
Tu	tu	PROper	Case=Nom|Numb=Sing
pertinaciam	pertinacia	NOMcom	Case=Acc|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
Antiloche	Antilochus	NOMpro	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
hanc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Fem
prædicas	praedico1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
";"	";"	PUNC	MORPH=empty
ego	ego	PROper	Case=Nom|Numb=Sing
pervicaciam	peruicacia	NOMcom	Case=Acc|Numb=Sing
aio	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
et	et2	CONcoo	MORPH=empty
ea	is	PROdem	Case=Acc|Numb=Plur|Gend=Neut
me	ego	PROper	Case=Acc|Numb=Sing
uti	utor	VER	Mood=Inf|Tense=Pres|Voice=Dep
volo	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
";"	";"	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
pervicacem	peruicax	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
dici	dico2	VER	Mood=Inf|Tense=Pres|Voice=Pass
me	ego	PROper	Case=Acc|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
vincere	uinco	VER	Mood=Inf|Tense=Pres|Voice=Act
perfacile	perfacile	ADV	Deg=Pos
patior	patior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
,	,	PUNC	MORPH=empty
pertinacem	pertinax	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
nihil	nihil	PROind	Case=Ind
moror	moror1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
.	.	PUNC	MORPH=empty
Hæc	hic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
fortis	fortis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
sequitur	sequor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
,	,	PUNC	MORPH=empty
illam	ille	PROdem	Case=Acc|Numb=Sing|Gend=Fem
indocti	indoctus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos
possident	possideo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Tu	tu	PROper	Case=Nom|Numb=Sing
addis	addo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
vitio	uitium	NOMcom	Case=Dat|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
demis	demo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
laudi	laus	NOMcom	Case=Dat|Numb=Sing
datur	do	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
mea	meus	PROpos	Case=Nom|Numb=Plur|Gend=Fem
facta	facio	VER	Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
in	in	PRE	MORPH=empty
acie	acies	NOMcom	Case=Abl|Numb=Sing
obliti	obliuiscor	VER	Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
an	an	ADVint	MORPH=empty
haec	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut
iam	iam	ADV	Deg=Pos
obliti	obliuiscor	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Phryges	Phryx	NOMpro	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
†	†	PUNC	MORPH=empty
trahere	traho	VER	Mood=Inf|Tense=Pres|Voice=Act
in	in	PRE	MORPH=empty
salum	salum	NOMcom	Case=Acc|Numb=Sing
†	†	PUNC	MORPH=empty
classis	classis	NOMcom	Case=Acc|Numb=Sing
†	†	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
vela	uelum	NOMcom	Case=Acc|Numb=Plur
ventorum	uentus	NOMcom	Case=Gen|Numb=Plur
animæ	anima	NOMcom	Case=Gen|Numb=Plur
immittere	immitto	VER	Mood=Inf|Tense=Pres|Voice=Act
Ego	ego	PROper	Case=Nom|Numb=Sing
me	ego	PROper	Case=Acc|Numb=Sing
non	non	ADVneg	MORPH=empty
peccasse	pecco	VER	Mood=Inf|Tense=Perf|Voice=Act
plane	plane	ADV	Deg=Pos
ostendam	ostendo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
[	[	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
pœnas	poena	NOMcom	Case=Acc|Numb=Plur
sufferam	suffero	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Quodsi	quidam	PROint	Case=Nom|Numb=Sing|Gend=MascNeut
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
decuit	decet	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
stares	sto	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=2
mecum	ego	PROper	Case=Abl|Numb=Sing
{mecum}	cum3	CON	MORPH=empty
aut	aut	CONcoo	MORPH=empty
meus	meus	PROpos	Case=Nom|Numb=Sing|Gend=Masc
[	[	PUNC	MORPH=empty
mæstaret	maesto	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
dolor	dolor	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
Iam	iam	ADV	Deg=Pos
diu	diu	ADV	Deg=Pos
inflammari	inflammo	VER	Mood=Inf|Tense=Pres|Voice=Pass
taetre	taetre	ADV	Deg=Pos
navis	nauis	NOMcom	Case=Acc|Numb=Plur
vidissent	uideo	VER	Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
[	[	PUNC	MORPH=empty
suas	suus	PROpos.ref	Case=Acc|Numb=Plur|Gend=Fem
.	.	PUNC	MORPH=empty
tua	tuus	PROpos	Case=Nom|Numb=Sing|Gend=Fem
honestitudo	honestitudo	NOMcom	Case=Nom|Numb=Sing
Danaos	Danai	NOMpro	Case=Acc|Numb=Plur
decepit	decipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
diu	diu	ADV	Deg=Pos
iram	ira	NOMcom	Case=Acc|Numb=Sing
infrenes	infreno	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
obstes	obsto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
animis	animus	NOMcom	Case=Dat|Numb=Plur
,	,	PUNC	MORPH=empty
reprimas	reprimo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
[	[	PUNC	MORPH=empty
confidentiam	confidentia	NOMcom	Case=Acc|Numb=Sing
Regnum	regnum	NOMcom	Case=Acc|Numb=Sing
tibi	tu	PROper	Case=Dat|Numb=Sing
permitti	permitto	VER	Mood=Inf|Tense=Pres|Voice=Pass
malunt	malo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
cernas	cerno	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
:	:	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
tradam	trado	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
exercitus	exercitus1	NOMcom	Case=Acc|Numb=Sing
!	!	PUNC	MORPH=empty
nolo	nolo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
equidem	equidem	ADV	Deg=Pos
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
tu	tu	PROper	Case=Nom|Numb=Sing
huic	hic1	PROdem	Case=Dat|Numb=Sing|Gend=Com
,	,	PUNC	MORPH=empty
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
scis	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
[	[	PUNC	MORPH=empty
quali	qualis2	PROint	Case=Abl|Numb=Sing|Gend=Com
in	in	PRE	MORPH=empty
te	tu	PROper	Case=Abl|Numb=Sing
siet	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
fidelitate	fidelitas	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
ob	ob	PRE	MORPH=empty
fidam	fidus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
naturam	natura	NOMcom	Case=Acc|Numb=Sing
viri	uir	NOMcom	Case=Gen|Numb=Sing
Ignosce	ignosco	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
nec	nec2	CONcoo	MORPH=empty
perdoliscit	perdolisco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fligi	fligo	VER	Mood=Inf|Tense=Pres|Voice=Pass
socios	socius1	NOMcom	Case=Acc|Numb=Plur
,	,	PUNC	MORPH=empty
morte	mors	NOMcom	Case=Abl|Numb=Sing
campos	campus1	NOMcom	Case=Acc|Numb=Plur
contegi	contego	VER	Mood=Inf|Tense=Pres|Voice=Pass
Eos	is	PROdem	Case=Acc|Numb=Plur|Gend=Masc
mortalis	mortalis1	NOMcom	Case=Acc|Numb=Plur
Phœnix	phoenix	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
miseror	miseror	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
[	[	PUNC	MORPH=empty
sæpe	saepe	ADV	Deg=Pos
";"	";"	PUNC	MORPH=empty
studiosos	studiosus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
volo	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Quod	quod1	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
procedit	procedo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
neque	neque	CONcoo	MORPH=empty
quemquam	quisquam	PROind	Case=Acc|Numb=Sing|Gend=MascFem
arbitror	arbitror	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
tuæ	tuus	PROpos	Case=Dat|Numb=Sing|Gend=Fem
pæniturum	paeneo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Fut|Voice=Act
laudis	laus	NOMcom	Case=Gen|Numb=Sing
:	:	PUNC	MORPH=empty
quam	quam1	ADVrel	MORPH=empty
ut	ut4	CONsub	MORPH=empty
serves	seruo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
vide	uideo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Proin	proinde	ADV	Deg=Pos
tu	tu	PROper	Case=Nom|Numb=Sing
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
cui	qui1	PROint	Case=Dat|Numb=Sing|Gend=Com
fiat	fio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
facias	facio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
compara	comparo2	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
probis	probus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
probatum	probo	VER	Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
potius	potius	ADV	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
multis	multus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
[	[	PUNC	MORPH=empty
fore	sum1	VER	Mood=Par|Tense=Fut|Voice=Act
incursio	incursio	VER	Case=Nom|Numb=Sing
ita	ita	ADV	Deg=Pos
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
acris	acer2	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
item	item	ADV	Deg=Pos
ac	ac1	CONcoo	MORPH=empty
mæstitiam	maestitia	NOMcom	Case=Acc|Numb=Sing
mutam	mutus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
infantum	infans1	NOMcom	Case=Gen|Numb=Plur
quadrupedum	quadrupes1	NOMcom	Case=Gen|Numb=Plur
mors	mors	NOMcom	Case=Nom|Numb=Sing
amici	amicus1	NOMcom	Case=Gen|Numb=Sing
subigit	subigo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
mi	ego	PROper	Case=Dat|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
senium	senium	NOMcom	Case=Nom|Numb=Sing
[	[	PUNC	MORPH=empty
multo	multo2	ADV	Deg=Pos
acerrimum	acer2	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Sup
ut	ut1	ADVrel	MORPH=empty
nunc	nunc	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
animatus	animatus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
iero	eo1	VER	Numb=Sing|Person=1
,	,	PUNC	MORPH=empty
satis	satis2	ADV	Deg=Pos
armatus	armatus2	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
contra	contra1	ADV	MORPH=empty
[	[	PUNC	MORPH=empty
que	que	CONcoo	Deg=Pos
]	]	PUNC	MORPH=empty
quantum	quantum2	PROint	Numb=Sing
obfueris	obsum1	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
victus	uinco	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
sies	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
considera	considero	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
quo	quo5	CONsub	Numb=Sing|Gend=MascNeut
revoces	reuoco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
summam	summa	NOMcom	Case=Acc|Numb=Sing
exerciti	exercitium	NOMcom	Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
primores	primores	NOMcom	Case=Acc|Numb=Plur
procerum	procer	NOMcom	Case=Gen|Numb=Plur
provocavit	prouoco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
nominans	nomino	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
esset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
quis	quis2	PROind	Case=Nom|Numb=Sing|Gend=MascFem
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
armis	arma	NOMcom	Case=Abl|Numb=Plur
secum	sui	PROref	Case=Abl|Numb=Sing
{secum}	cum3	CON	MORPH=empty
vellet	uolo3	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
cernere	cerno	VER	Mood=Inf|Tense=Pres|Voice=Act
lucifera	lucifer2	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
lampade	lampas	NOMcom	Case=Abl|Numb=Sing
†	†	PUNC	MORPH=empty
abietem	abies	NOMcom	Case=Acc|Numb=Sing
†	†	PUNC	MORPH=empty
exurat	exuro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Iovis	Iuppiter	NOMpro	Case=Gen|Numb=Sing
†	†	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
Scamandriam	Scamandria	NOMpro	Case=Acc|Numb=Sing
undam	unda	NOMcom	Case=Acc|Numb=Sing
salso	salsus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
sanctam	sanctus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
[	[	PUNC	MORPH=empty
obtexi	obtexo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
sanguine	sanguis	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
acervos	aceruus	NOMcom	Case=Acc|Numb=Plur
alta	altus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
in	in	PRE	MORPH=empty
amni	amnis	NOMcom	Case=Abl|Numb=Sing
corpore	corpus	NOMcom	Case=Abl|Numb=Sing
expleui	expleo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
[	[	PUNC	MORPH=empty
hostico	hosticus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos
.	.	PUNC	MORPH=empty
ab	ab	PRE	MORPH=empty
classe	classis	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
urbem	urbs	NOMcom	Case=Acc|Numb=Sing
tendunt	tendo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
quisquam	quisquam	PROind	Case=Nom|Numb=Sing|Gend=MascFem
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fulgentium	fulgens	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Deg=Pos
armum	armus	NOMcom	Case=Acc|Numb=Sing
